lon,lat,pop
129.24699,35.60069,0
129.2657,35.44716,0
129.26973,35.37948,0
129.23034,35.59642,31
129.25941,35.41119,8
129.15217,35.55244,6
129.11755,35.47628,0
129.10317,35.58466,45
129.15824,35.5794,10
129.22879,35.52432,0
129.24001,35.53317,6
129.1189,35.54388,61
129.26876,35.58685,7
129.29133,35.60905,17
129.11366,35.55747,899
129.24484,35.50155,25
129.20933,35.6463,30
129.28192,35.43339,89
129.12396,35.52127,0
129.10887,35.5936,91
129.29794,35.41062,1034
129.0916,35.55776,13
129.24099,35.57824,4605
129.25192,35.57357,12
129.1405,35.52105,0
129.1887,35.45276,83
129.28813,35.46486,31
129.2798,35.58668,0
129.15899,35.61545,14
129.08689,35.59839,111
129.15125,35.50738,57
129.19353,35.68259,0
129.22531,35.61903,28
129.0755,35.58051,12
129.20789,35.57871,0
129.12036,35.61598,75
129.28073,35.37932,103
129.12633,35.63844,14
129.12761,35.70153,9
129.34727,35.40086,0
129.21533,35.66876,10
129.10174,35.51255,0
129.18658,35.61507,0
129.05912,35.58974,19
129.34136,35.38292,688
129.20665,35.52013,0
129.29714,35.37457,0
129.20531,35.45704,15
129.21019,35.68686,0
129.30525,35.49165,992
129.09151,35.55326,15
129.21034,35.43443,0
129.25182,35.56906,416
129.27498,35.61831,28
129.23334,35.47918,40
129.17096,35.66037,14
129.21485,35.64623,56
129.30774,35.35638,6
129.08333,35.69761,9
129.12469,35.55732,14
129.19087,35.55641,2013
129.08671,35.58938,18
129.16134,35.46216,26
129.136,35.57069,0
129.16647,35.71001,0
129.15338,35.61102,17
129.08093,35.57593,18
129.23199,35.67303,0
129.28212,35.44241,0
129.25261,35.60511,0
129.30354,35.41504,66
129.31884,35.36072,0
129.16816,35.52517,0
129.22136,35.43427,10
129.23797,35.43854,18
129.05982,35.62579,0
129.14666,35.55252,9
129.11384,35.56648,5323
129.32128,35.46887,41
129.29844,35.43315,16
129.34167,35.39644,109
129.26019,35.44724,6
129.25783,35.59151,20
129.16572,35.67396,7
129.22521,35.61452,0
129.13563,35.55267,6
129.2799,35.59119,0
129.26394,35.61847,76
129.31506,35.43741,975
129.22995,35.5784,46
129.02551,35.56313,6
129.23693,35.64591,63
129.16085,35.70558,9
129.24768,35.63223,0
129.08315,35.6886,12
129.2287,35.51981,26
129.23421,35.51973,24
129.14574,35.50745,11
129.06963,35.56256,0
129.07042,35.60312,87
129.12524,35.58436,771
129.30254,35.36998,33
129.23982,35.52416,759
129.13462,35.50309,0
129.24245,35.64583,8
129.09241,35.59832,8
129.32158,35.48239,0
129.1544,35.66059,7
129.2162,35.70931,0
129.29263,35.41971,91
129.16079,35.43512,0
129.28803,35.46035,40
129.2465,35.57816,780
129.10183,35.51706,0
129.12027,35.61147,46
129.21006,35.42091,0
129.09801,35.60276,22
129.18841,35.43925,0
129.07016,35.5896,66
129.2405,35.55571,7
129.10192,35.52156,15
129.25094,35.52851,25
129.25803,35.60053,0
129.31597,35.47796,8
129.19686,35.57887,9
129.15458,35.66961,43
129.29914,35.46469,11
129.29203,35.64059,8
129.19848,35.65547,82
129.18857,35.7097,24
129.03162,35.5946,0
129.16441,35.61087,0
129.21591,35.69579,46
129.30244,35.36547,6
129.17677,35.67381,52
129.2781,35.51008,41
129.30344,35.41054,10
129.12911,35.50317,9
129.22047,35.65065,34
129.2344,35.52875,166
129.27711,35.46502,0
129.14758,35.59758,0
129.1256,35.60239,8
129.07409,35.50841,7
129.32026,35.42381,17
129.09232,35.59382,117
129.30385,35.42856,411
129.31996,35.41029,10
129.29754,35.39259,15
129.15741,35.53885,8
129.25882,35.38415,0
129.09187,35.57128,6
129.18347,35.46636,8
129.28009,35.6002,0
129.34635,35.3603,10
129.25212,35.58258,0
129.17871,35.50249,0
129.10147,35.49903,0
129.27567,35.64985,0
129.31874,35.35621,0
129.29674,35.35654,58
129.09739,35.57121,48
129.16797,35.51616,0
129.09249,35.60283,14
129.28623,35.37924,49
129.29323,35.44675,44
129.07515,35.56249,0
129.19125,35.57444,0
129.33168,35.44166,0
129.31314,35.35179,0
129.22107,35.42075,0
129.08137,35.59847,15
129.25439,35.4338,61
129.15486,35.68313,0
129.28693,35.41078,2850
129.253,35.62314,7
129.11782,35.4898,13
129.043,35.61249,60
129.30804,35.3699,0
129.1589,35.61095,6
129.16788,35.51166,14
129.20457,35.68243,0
129.16591,35.68297,0
129.29894,35.45568,11
129.27553,35.39292,44
129.31617,35.48697,0
129.29084,35.3386,0
129.19972,35.71405,193
129.20534,35.71848,27
129.1359,35.56619,8
129.1999,35.46162,100
129.29974,35.49173,42
129.01405,35.54073,34
129.21671,35.47491,0
129.09366,35.66141,26
129.22715,35.70465,0
129.32475,35.37866,0
129.12406,35.52578,0
129.12939,35.51669,27
129.31435,35.40586,56
129.15843,35.58842,0
129.22676,35.68662,55
129.09098,35.52622,18
129.08814,35.66149,28
129.19372,35.6916,32
129.27508,35.62281,0
129.14243,35.61568,9
129.28604,35.37023,6
129.12351,35.49874,79
129.16311,35.54778,25
129.19572,35.52479,0
129.29413,35.4873,1615
129.22647,35.6731,40
129.20962,35.65982,6
129.22076,35.66417,12
129.0649,35.60319,0
129.31844,35.3427,413
129.24821,35.40233,0
129.1462,35.52998,0
129.32046,35.43282,7
129.23131,35.64148,50
129.1821,35.66472,46
129.16469,35.62439,12
129.2286,35.51531,22
129.07435,35.52193,0
129.19392,35.43917,46
129.22126,35.42977,0
129.11294,35.52142,0
129.19962,35.4481,139
129.32434,35.36064,28
129.23884,35.4791,30
129.10326,35.58916,20
129.19953,35.70504,0
129.2169,35.48392,24
129.18012,35.57008,0
129.09116,35.53523,26
129.11258,35.50339,0
129.22453,35.58298,24
129.10308,35.58015,46
129.17984,35.55657,124
129.30915,35.41947,0
129.1152,35.63408,0
129.10734,35.51698,13
129.16769,35.50264,6
129.21331,35.57413,26
129.36285,35.36005,8
129.27002,35.393,27
129.30485,35.47362,0
129.17768,35.45292,35
129.0586,35.5627,14
129.06954,35.55805,67
129.20588,35.48408,0
129.2254,35.62354,29
129.09631,35.51713,20
129.35216,35.37374,0
129.25931,35.40668,0
129.21921,35.59207,0
129.29874,35.44667,16
129.29774,35.40161,63
129.20237,35.57879,72
129.13121,35.60682,20
129.08119,35.58945,44
129.29954,35.48272,1731
129.17255,35.47102,99
129.17806,35.47094,7
129.17909,35.52051,70
129.12451,35.54831,28
129.15565,35.45322,0
129.15533,35.70566,0
129.24226,35.63682,6
129.01456,35.56777,16
129.12118,35.65654,8
129.32954,35.34704,79
129.17395,35.53862,15
129.20827,35.59673,11
129.28531,35.5866,0
129.09721,35.5622,7
129.2318,35.66401,49
129.29173,35.62708,0
129.08698,35.6029,11
129.22328,35.5244,16
129.06009,35.63931,10
129.14179,35.58414,16
129.19401,35.44367,103
129.23247,35.43862,7
129.23256,35.44313,145
129.11936,35.56641,1249
129.29864,35.44216,28
129.25901,35.64559,0
129.25342,35.38873,0
129.27239,35.50115,15
129.08146,35.60297,49
129.15347,35.61553,41
129.13048,35.57077,53
129.07629,35.62107,85
129.21082,35.45696,0
129.17264,35.47553,9
129.16116,35.45315,38
129.23044,35.60093,6
129.32566,35.41922,0
129.11981,35.58894,11
129.16236,35.51173,0
129.05974,35.62129,0
129.08511,35.50826,1182
129.18583,35.57902,581
129.00845,35.53629,26
129.07969,35.51284,60
129.06412,35.56263,6
129.09774,35.58924,0
129.06017,35.64382,0
129.27543,35.38841,14
129.14583,35.51196,9
129.27751,35.48304,6
129.11113,35.70626,25
129.1689,35.56123,9
129.31344,35.36531,0
129.29854,35.43766,31
129.18829,35.69618,6
129.17733,35.70084,0
129.077,35.65712,0
129.12542,35.59337,0
129.09045,35.49918,73
129.13066,35.57978,24
129.33239,35.47321,0
129.29234,35.40619,1625
129.10551,35.70182,79
129.16554,35.66495,18
129.19943,35.43909,71
129.23865,35.47009,127
129.28262,35.46494,41
129.15375,35.62905,13
129.27269,35.51467,22
129.15992,35.66052,13
129.29114,35.35212,36
129.28272,35.46944,84
129.30885,35.40595,9
129.25852,35.62306,76
129.14032,35.51203,36
129.33137,35.42815,0
129.31455,35.41488,0
129.1029,35.57114,132
129.08831,35.6705,66
129.21149,35.48851,637
129.25371,35.40225,0
129.29824,35.42414,7
129.08805,35.65698,0
129.20037,35.48416,0
129.15366,35.62454,0
129.22424,35.56946,18
129.13645,35.59322,15
129.24523,35.51958,32
129.23102,35.62796,10
129.13176,35.63386,0
129.33514,35.35146,9
129.09205,35.5803,116
129.21642,35.46139,13
129.04896,35.63495,35
129.30405,35.43757,1159
129.21902,35.58306,0
129.09748,35.57572,10
129.28883,35.4964,45
129.21681,35.47941,8
129.1246,35.55282,39
129.22155,35.44329,0
129.30925,35.42397,61
129.28302,35.48296,0
129.25842,35.61855,0
129.24679,35.59168,0
129.27249,35.50566,7
129.07727,35.67064,61
129.15871,35.60194,0
129.28833,35.47387,0
129.1563,35.48477,9
129.31324,35.3563,0
129.15356,35.62004,15
129.18309,35.44834,0
129.27632,35.42897,48
129.28564,35.3522,0
129.11945,35.57092,1354
129.13875,35.70588,9
129.12191,35.69259,63
129.02568,35.57214,6
129.29063,35.57751,107
129.21892,35.57855,6
129.25576,35.49688,10
129.34655,35.36932,8
129.16153,35.47117,72
129.12324,35.48522,12
129.15236,35.56145,6
129.22986,35.57389,0
129.21844,35.55602,0
129.13609,35.5752,129
129.26531,35.42913,8
129.13986,35.4895,0
129.26414,35.62748,22
129.19591,35.5338,0
129.31304,35.34728,112
129.21863,35.56503,21
129.07007,35.58509,0
129.19838,35.65097,66
129.25202,35.57808,12
129.22599,35.65057,35
129.30975,35.4465,0
129.07418,35.51291,19
129.07506,35.55798,56
129.23141,35.64599,53
129.14804,35.62011,13
129.2659,35.45617,0
129.13691,35.61576,0
129.21662,35.4704,8
129.26992,35.38849,0
129.20522,35.45253,9
129.30214,35.35196,56
129.17227,35.4575,7
129.20981,35.66883,38
129.28554,35.34769,19
129.20524,35.71398,210
129.28643,35.38825,0
129.24689,35.59618,7
129.32974,35.35605,629
129.12045,35.62049,0
129.26669,35.49222,76
129.1846,35.52044,49
129.18954,35.49332,0
129.28351,35.50549,33
129.20837,35.60124,0
129.16657,35.44856,18
129.09223,35.58931,109
129.33545,35.36498,0
129.07638,35.62558,17
129.28172,35.42438,12
129.12661,35.65196,0
129.11312,35.53043,63
129.34696,35.38734,695
129.2656,35.44265,42
129.11348,35.54846,1470
129.31016,35.46453,8
129.30204,35.34745,29
129.29363,35.46477,53
129.23943,35.50614,41
129.17667,35.6693,0
129.18516,35.54748,86
129.0981,35.60726,50
129.18992,35.51135,6
129.21168,35.49752,12
129.29143,35.61356,0
129.25616,35.51491,0
129.12615,35.62943,35
129.15695,35.51631,45
129.28713,35.41979,94
129.28551,35.59562,0
129.11475,35.61155,7
129.31985,35.40578,39
129.32056,35.43732,0
129.28034,35.36129,0
129.1124,35.49438,0
129.28119,35.64977,13
129.23952,35.51064,47
129.21048,35.70038,42
129.05939,35.60326,0
129.23933,35.50163,11
129.15384,35.63356,26
129.35724,35.35563,46
129.14694,35.56604,7
129.22667,35.68212,44
129.30905,35.41496,24
129.26985,35.63641,0
129.13581,35.56168,2504
129.20503,35.44352,8
129.27042,35.41102,0
129.31425,35.40136,20
129.31975,35.40128,43
129.23787,35.43404,0
129.21514,35.65974,0
129.07951,35.50383,28
129.12848,35.47162,0
129.19867,35.66448,54
129.21379,35.59666,23
129.19296,35.65555,11
129.15537,35.4397,0
129.33158,35.43716,0
129.09169,35.56227,0
129.24348,35.43846,73
129.12424,35.53479,0
129.2257,35.63706,125
129.23586,35.59634,15
129.26127,35.4968,8
129.15964,35.647,84
129.14795,35.61561,46
129.26936,35.61388,17
129.12433,35.5393,20
129.19857,35.65998,0
129.12551,35.59788,0
129.32964,35.35154,77
129.02016,35.57221,9
129.06517,35.61671,137
129.04878,35.62594,0
129.20617,35.4976,0
129.1718,35.43497,12
129.21087,35.7184,23
129.28049,35.61823,0
129.0964,35.52164,56
129.09062,35.50819,254
129.20152,35.53823,0
129.16246,35.51624,11
129.12984,35.53922,39
129.20218,35.56978,0
129.12018,35.60697,22
129.25381,35.40676,0
129.21341,35.57863,64
129.19534,35.50676,9
129.25329,35.63666,0
129.16685,35.46208,55
129.22976,35.56938,177
129.172,35.70993,0
129.05352,35.58531,0
129.16376,35.57933,0
129.21883,35.57405,0
129.1303,35.56175,543
129.33616,35.39652,19
129.09107,35.53072,81
129.28089,35.63625,45
129.32587,35.42823,25
129.23411,35.51523,6
129.21321,35.56962,0
129.28641,35.63617,79
129.08288,35.67508,42
129.21159,35.49301,1872
129.28079,35.63175,7
129.28651,35.64068,82
129.15403,35.64257,65
129.16862,35.54771,479
129.33596,35.38751,79
129.23991,35.52867,913
129.30965,35.442,2150
129.17208,35.44849,30
129.23527,35.5693,1537
129.18286,35.70077,0
129.27592,35.41094,93
129.10281,35.56663,97
129.16704,35.4711,141
129.08102,35.58044,139
129.119,35.54838,190
129.29424,35.49181,7
129.22957,35.56037,9134
129.15648,35.49378,0
129.07621,35.61657,152
129.23518,35.5648,395
129.22696,35.4387,43
129.22889,35.52883,45
129.15421,35.65158,19
129.19676,35.57436,30
129.27091,35.43356,36
129.28059,35.62273,0
129.08199,35.63001,0
129.24396,35.46099,0
129.16778,35.50715,52
129.28029,35.60921,28
129.30855,35.39243,0
129.16844,35.53869,0
129.22066,35.65967,34
129.15556,35.44872,15
129.2778,35.49656,0
129.23972,35.51966,41
129.31274,35.33377,9
129.33606,35.39201,21
129.16544,35.66044,59
129.28614,35.37473,25
129.13572,35.55717,6
129.26956,35.6229,95
129.32087,35.45084,30
129.19419,35.71413,13
129.02585,35.58115,0
129.30875,35.40144,12
129.21585,35.43435,7
129.28312,35.48747,112
129.31516,35.44191,117
129.31405,35.39235,0
129.01397,35.53622,0
129.08279,35.67057,17
129.20493,35.43901,20
129.22085,35.66868,87
129.23073,35.61444,0
129.07771,35.69318,0
129.15208,35.54793,61
129.2343,35.52424,6
129.14675,35.55702,12
129.21101,35.46597,165
129.21854,35.56053,99
129.20085,35.50669,0
129.24358,35.44297,14
129.26708,35.51024,20
129.31587,35.47346,7
129.21566,35.42534,0
129.09756,35.58022,0
129.26983,35.38399,17
129.16713,35.4756,0
129.1518,35.53441,0
129.29154,35.37014,0
129.2171,35.49293,35
129.1292,35.50768,8
129.27771,35.49206,11
129.1845,35.51593,6
129.13103,35.59781,55
129.23219,35.68204,0
129.13682,35.61125,0
129.22008,35.63263,52
129.31536,35.45093,57
129.17199,35.44398,34
129.31046,35.47805,0
129.28544,35.34319,32
129.22589,35.64607,32
129.33229,35.4687,0
129.32117,35.46436,13
129.20448,35.67793,0
129.12496,35.57084,3712
129.26521,35.42462,43
129.03757,35.61707,52
129.28753,35.43782,0
129.14749,35.59307,8
129.13481,35.51211,0
129.30324,35.40152,47
129.21053,35.44344,8
129.17843,35.48897,63
129.18898,35.46628,0
129.14767,35.60209,63
129.11954,35.57542,79
129.12743,35.69251,0
129.31526,35.44642,0
129.29564,35.5549,2849
129.29614,35.57743,14
129.33434,35.55882,1957
129.34047,35.58577,113
129.31228,35.55915,5134
129.30667,35.55473,2306
129.30176,35.58185,11
129.34547,35.56316,3668
129.32944,35.58594,0
129.34568,35.57217,3270
129.29645,35.59094,34
129.31239,35.56366,1695
129.30126,35.55932,6224
129.34058,35.59028,309
129.31249,35.56817,0
129.30196,35.59086,0
129.30728,35.58177,20
129.30738,35.58627,8
129.32965,35.59495,0
129.30717,35.57726,2045
129.32382,35.58152,809
129.29554,35.55039,3038
129.34609,35.59019,443
129.34516,35.54964,1199
129.30677,35.55924,8673
129.32341,35.56349,3040
129.32903,35.56792,3516
129.30748,35.59078,0
129.29053,35.573,0
129.34027,35.57676,1924
129.30115,35.55481,3236
129.2791,35.55514,2020
129.30707,35.57276,2814
129.31269,35.57718,2568
129.26827,35.56432,3270
129.31259,35.57267,1074
129.30186,35.58636,58
129.26817,35.55981,2394
129.34527,35.55415,5504
129.27358,35.55522,1320
129.31821,35.5771,4119
129.31279,35.58169,1369
129.2792,35.55965,92
129.30687,35.56374,2123
129.29023,35.55948,1784
129.26837,35.56882,1375
129.31831,35.5816,1982
129.28491,35.56858,8
129.30105,35.55031,908
129.26847,35.57333,0
129.34558,35.56766,6249
129.29093,35.59103,14
129.34037,35.58127,2609
129.32883,35.55891,3747
129.31289,35.58619,11
129.29584,35.56391,435
129.30697,35.56825,0
129.34006,35.56775,4719
129.33455,35.56783,4338
129.34537,35.55865,4519
129.2793,35.56415,0
129.33465,35.57234,1126
129.32362,35.57251,39
129.32893,35.56341,4550
129.318,35.56808,8
129.34599,35.58569,3642
129.3179,35.56358,497
129.28471,35.55957,141
129.33444,35.56333,4288
129.26305,35.57792,6
129.32403,35.59053,0
129.34589,35.58118,4378
129.32934,35.58143,35
129.30166,35.57734,521
129.35068,35.54956,7
129.30156,35.57284,125
129.34016,35.57226,4408
129.30146,35.56833,0
129.34578,35.57668,3535
129.29043,35.5685,14
129.29013,35.55498,1765
129.29574,35.5594,2791
129.33486,35.58135,381
129.3177,35.55457,1449
129.32913,35.57242,26
129.29073,35.58201,0
129.26285,35.5689,793
129.33475,35.57685,159
129.28481,35.56407,0
129.33975,35.55423,2498
129.33996,35.56324,5063
129.33986,35.55874,2955
129.32872,35.5544,4168
129.31841,35.58611,25
129.35099,35.56307,1982
129.26275,35.5644,254
129.33424,35.55432,4356
129.31218,35.55465,4660
129.35109,35.56758,1791
129.29033,35.56399,347
129.32321,35.55448,2950
129.3512,35.57209,1265
129.30136,35.56383,1743
129.29003,35.55047,2501
129.28461,35.55506,2539
129.3178,35.55907,1790
129.27368,35.55973,3155
129.32352,35.568,51
129.32393,35.58602,28
129.3181,35.57259,1345
129.32372,35.57701,1081
129.32331,35.55899,3351
